university,id,timestamp,event_type,year
MISIS,2111,388776,0,2017
MISIS,2111,506341,1,2017
MISIS,2111,336188,0,2009
MISIS,2111,503131,1,2009
HSE,19252,555938,0,2016
HSE,19252,740538,1,2016
HSE,19252,895365,0,2014
HSE,19252,927623,1,2014
HSE,19252,308772,0,2020
HSE,19252,638464,1,2020
HSE,19252,993542,0,2018
HSE,19252,994253,1,2018
HSE,19252,646134,0,2014
HSE,19252,888267,1,2014
HSE,19252,631531,0,2011
HSE,19252,747663,1,2011
HSE,19252,523417,0,2020
HSE,19252,650769,1,2020
HSE,19252,584217,0,2021
HSE,19252,650356,1,2021
HSE,19252,207354,0,2009
HSE,19252,620516,1,2009
HSE,19252,154107,0,2008
HSE,19252,651145,1,2008
MISIS,39396,481331,0,2016
MISIS,39396,962948,1,2016
MISIS,39396,371398,0,2018
MISIS,39396,848114,1,2018
MISIS,39396,315646,0,2011
MISIS,39396,851540,1,2011
MISIS,19706,279645,0,2016
MISIS,19706,358113,1,2016
MISIS,19706,336687,0,2022
MISIS,19706,466426,1,2022
MISIS,19706,650990,0,2020
MISIS,19706,952527,1,2020
MISIS,19706,228215,0,2015
MISIS,19706,522807,1,2015
MSU,32440,951653,0,2022
MSU,32440,970383,1,2022
MSU,32440,65627,0,2016
MSU,32440,690576,1,2016
MSU,32440,331382,0,2011
MSU,32440,415799,1,2011
MSU,25862,343850,0,2014
MSU,25862,649432,1,2014
MSU,25862,975403,0,2018
MSU,25862,991458,1,2018
MSU,25862,658716,0,2008
MSU,25862,737395,1,2008
MSU,25862,553889,0,2016
MSU,25862,647147,1,2016
MSU,25862,891350,0,2019
MSU,25862,894406,1,2019
MSU,25862,781186,0,2010
MSU,25862,954952,1,2010
MSU,25862,306653,0,2019
MSU,25862,405902,1,2019
MSU,25862,58265,0,2012
MSU,25862,428073,1,2012
MSU,25862,813131,0,2008
MSU,25862,903555,1,2008
HSE,4963,949863,0,2010
HSE,4963,994204,1,2010
MePhi,33340,717560,0,2022
MePhi,33340,847827,1,2022
MePhi,33340,651644,0,2013
MePhi,33340,869362,1,2013
MePhi,33340,195426,0,2010
MePhi,33340,889246,1,2010
MePhi,33340,229328,0,2009
MePhi,33340,458859,1,2009
MePhi,33340,688873,0,2017
MePhi,33340,968005,1,2017
MePhi,33340,893920,0,2018
MePhi,33340,929857,1,2018
MePhi,33340,982376,0,2010
MePhi,33340,996163,1,2010
MePhi,33340,852238,0,2018
MePhi,33340,875521,1,2018
MePhi,33340,20202,0,2022
MePhi,33340,888690,1,2022
MIPT,3876,849285,0,2020
MIPT,3876,862510,1,2020
MIPT,3876,455338,0,2008
MIPT,3876,705565,1,2008
MIPT,3876,782368,0,2019
MIPT,3876,960745,1,2019
MISIS,48955,37754,0,2018
MISIS,48955,210352,1,2018
MISIS,48955,427628,0,2013
MISIS,48955,630894,1,2013
MISIS,48955,437608,0,2016
MISIS,48955,816463,1,2016
MISIS,48955,723188,0,2015
MISIS,48955,992689,1,2015
MISIS,48955,307194,0,2011
MISIS,48955,653284,1,2011
MIPT,16949,38510,0,2017
MIPT,16949,396546,1,2017
MIPT,16949,353749,0,2019
MIPT,16949,643155,1,2019
MIPT,16949,849175,0,2011
MIPT,16949,938450,1,2011
MIPT,16949,241732,0,2020
MIPT,16949,748505,1,2020
MIPT,16949,882931,0,2021
MIPT,16949,918364,1,2021
MIPT,16949,175912,0,2015
MIPT,16949,951249,1,2015
MePhi,41919,672597,0,2009
MePhi,41919,814927,1,2009
MePhi,41919,88719,0,2010
MePhi,41919,989047,1,2010
RUDN,3938,219955,0,2018
RUDN,3938,957608,1,2018
RUDN,3938,693652,0,2019
RUDN,3938,939061,1,2019
RUDN,3938,832857,0,2011
RUDN,3938,974675,1,2011
RUDN,3938,128404,0,2013
RUDN,3938,189179,1,2013
RUDN,3938,629893,0,2009
RUDN,3938,921401,1,2009
RUDN,3938,327033,0,2015
RUDN,3938,632404,1,2015
RUDN,3938,800051,0,2018
RUDN,3938,904413,1,2018
RUDN,3938,925581,0,2011
RUDN,3938,953310,1,2011
RUDN,3938,259549,0,2020
RUDN,3938,730877,1,2020
MSU,4269,619510,0,2009
MSU,4269,681760,1,2009
MSU,4269,990994,0,2010
MSU,4269,993730,1,2010
MSU,4269,805479,0,2011
MSU,4269,875815,1,2011
MSU,4269,525582,0,2019
MSU,4269,687965,1,2019
MSU,4269,661230,0,2020
MSU,4269,814582,1,2020
MSU,4269,999596,0,2015
MSU,4269,999960,1,2015
MSU,4269,817869,0,2016
MSU,4269,997230,1,2016
MSU,4269,105409,0,2019
MSU,4269,556612,1,2019
MSU,4269,875497,0,2014
MSU,4269,981978,1,2014
MIPT,18298,569716,0,2021
MIPT,18298,794294,1,2021
MIPT,18298,406501,0,2009
MIPT,18298,465568,1,2009
RUDN,7241,396730,0,2008
RUDN,7241,958304,1,2008
RUDN,7241,894163,0,2014
RUDN,7241,921642,1,2014
RUDN,7241,450631,0,2022
RUDN,7241,638833,1,2022
RUDN,7241,500771,0,2012
RUDN,7241,853784,1,2012
RUDN,7241,389448,0,2018
RUDN,7241,455205,1,2018
RUDN,7241,985009,0,2008
RUDN,7241,997726,1,2008
RUDN,7241,773931,0,2018
RUDN,7241,956774,1,2018
RUDN,7241,141287,0,2018
RUDN,7241,739930,1,2018
RUDN,7241,320465,0,2012
RUDN,7241,490926,1,2012
HSE,4913,624844,0,2010
HSE,4913,859855,1,2010
HSE,4913,109291,0,2020
HSE,4913,164082,1,2020
HSE,4913,613364,0,2008
HSE,4913,702254,1,2008
HSE,4913,912254,0,2012
HSE,4913,977359,1,2012
HSE,4913,867497,0,2008
HSE,4913,881007,1,2008
HSE,4913,251261,0,2009
HSE,4913,895727,1,2009
RUDN,4588,206321,0,2014
RUDN,4588,910482,1,2014
RUDN,4588,331024,0,2021
RUDN,4588,415238,1,2021
RUDN,4588,860856,0,2014
RUDN,4588,961487,1,2014
RUDN,4588,102755,0,2013
RUDN,4588,889272,1,2013
RUDN,4588,448326,0,2014
RUDN,4588,627280,1,2014
MIPT,31566,591770,0,2013
MIPT,31566,741773,1,2013
MIPT,31566,308800,0,2017
MIPT,31566,593537,1,2017
MIPT,31566,755301,0,2010
MIPT,31566,909841,1,2010
MIPT,31566,573029,0,2017
MIPT,31566,736479,1,2017
MIPT,31566,303107,0,2010
MIPT,31566,725611,1,2010
MIPT,31566,560325,0,2018
MIPT,31566,945045,1,2018
MIPT,31566,477340,0,2018
MIPT,31566,953692,1,2018
MePhi,40989,169358,0,2022
MePhi,40989,608594,1,2022
MePhi,40989,962364,0,2017
MePhi,40989,964496,1,2017
MePhi,40989,986158,0,2021
MePhi,40989,999065,1,2021
RUDN,8687,212405,0,2017
RUDN,8687,914470,1,2017
RUDN,8687,312105,0,2019
RUDN,8687,425696,1,2019
RUDN,8687,619604,0,2013
RUDN,8687,757928,1,2013
RUDN,8687,528745,0,2017
RUDN,8687,821729,1,2017
RUDN,8687,220502,0,2008
RUDN,8687,699665,1,2008
RUDN,8687,276016,0,2010
RUDN,8687,384890,1,2010
RUDN,8687,701437,0,2011
RUDN,8687,919705,1,2011
RUDN,8687,708975,0,2021
RUDN,8687,926717,1,2021
RUDN,8687,361765,0,2012
RUDN,8687,483006,1,2012
BMSTU,39578,956305,0,2022
BMSTU,39578,973349,1,2022
BMSTU,39578,938202,0,2016
BMSTU,39578,972665,1,2016
BMSTU,39578,896470,0,2021
BMSTU,39578,900517,1,2021
BMSTU,39578,336211,0,2008
BMSTU,39578,878330,1,2008
BMSTU,39578,454731,0,2014
BMSTU,39578,800510,1,2014
BMSTU,39578,384033,0,2022
BMSTU,39578,762518,1,2022
BMSTU,39578,579709,0,2022
BMSTU,39578,975807,1,2022
BMSTU,39578,479107,0,2008
BMSTU,39578,862331,1,2008
BMSTU,39578,743479,0,2022
BMSTU,39578,793378,1,2022
RUDN,15798,648409,0,2019
RUDN,15798,673476,1,2019
RUDN,15798,192550,0,2010
RUDN,15798,230698,1,2010
MSU,33692,95118,0,2011
MSU,33692,412714,1,2011
MSU,33692,421958,0,2010
MSU,33692,581210,1,2010
MSU,33692,17915,0,2014
MSU,33692,25296,1,2014
MSU,33692,523152,0,2011
MSU,33692,594996,1,2011
MSU,33692,197577,0,2012
MSU,33692,907964,1,2012
BMSTU,7507,987753,0,2021
BMSTU,7507,999273,1,2021
BMSTU,7507,124802,0,2018
BMSTU,7507,336103,1,2018
BMSTU,7507,666609,0,2014
BMSTU,7507,881526,1,2014
BMSTU,7507,321970,0,2014
BMSTU,7507,700215,1,2014
BMSTU,7507,815533,0,2011
BMSTU,7507,963631,1,2011
BMSTU,7507,706805,0,2022
BMSTU,7507,801232,1,2022
BMSTU,7507,988968,0,2010
BMSTU,7507,998664,1,2010
BMSTU,7507,851053,0,2010
BMSTU,7507,993276,1,2010
BMSTU,7507,39647,0,2017
BMSTU,7507,448970,1,2017
MIPT,25748,795304,0,2009
MIPT,25748,947334,1,2009
MIPT,25748,348555,0,2009
MIPT,25748,350943,1,2009
MIPT,25748,408869,0,2022
MIPT,25748,680886,1,2022
MIPT,25748,750054,0,2011
MIPT,25748,894502,1,2011
MIPT,25748,790482,0,2013
MIPT,25748,977622,1,2013
MIPT,25748,332136,0,2009
MIPT,25748,795784,1,2009
MIPT,25748,364733,0,2008
MIPT,25748,939832,1,2008
MIPT,25748,905839,0,2018
MIPT,25748,998739,1,2018
MIPT,25748,363718,0,2015
MIPT,25748,481094,1,2015
MISIS,15471,174421,0,2017
MISIS,15471,466623,1,2017
MISIS,15471,836901,0,2020
MISIS,15471,846892,1,2020
MISIS,15471,271913,0,2010
MISIS,15471,546173,1,2010
MISIS,15471,930667,0,2010
MISIS,15471,930909,1,2010
MISIS,15471,391627,0,2015
MISIS,15471,808541,1,2015
MISIS,15471,983075,0,2017
MISIS,15471,991382,1,2017
MISIS,15471,629217,0,2015
MISIS,15471,756245,1,2015
MISIS,15471,489993,0,2017
MISIS,15471,911486,1,2017
MISIS,15471,697170,0,2015
MISIS,15471,721858,1,2015
MISIS,42231,993260,0,2008
MISIS,42231,997904,1,2008
RUDN,8541,713867,0,2014
RUDN,8541,765427,1,2014
RUDN,8541,979783,0,2012
RUDN,8541,988114,1,2012
RUDN,8541,980993,0,2018
RUDN,8541,998432,1,2018
RUDN,8541,678028,0,2022
RUDN,8541,779829,1,2022
RUDN,8541,618733,0,2013
RUDN,8541,659065,1,2013
RUDN,8541,629952,0,2018
RUDN,8541,830372,1,2018
RUDN,8541,827985,0,2011
RUDN,8541,984152,1,2011
RUDN,8541,593754,0,2020
RUDN,8541,762380,1,2020
RUDN,8541,627057,0,2020
RUDN,8541,955264,1,2020
MIPT,40162,107854,0,2022
MIPT,40162,505798,1,2022
MIPT,40162,595197,0,2019
MIPT,40162,652613,1,2019
MIPT,40162,694419,0,2021
MIPT,40162,745971,1,2021
MIPT,40162,667224,0,2015
MIPT,40162,816138,1,2015
MIPT,40162,547745,0,2021
MIPT,40162,585765,1,2021
MePhi,9611,729933,0,2016
MePhi,9611,952976,1,2016
MePhi,9611,896347,0,2013
MePhi,9611,965696,1,2013
MePhi,9611,866699,0,2019
MePhi,9611,998627,1,2019
MePhi,9611,570016,0,2014
MePhi,9611,812327,1,2014
MePhi,9611,266562,0,2020
MePhi,9611,320863,1,2020
MePhi,9611,170460,0,2009
MePhi,9611,248411,1,2009
MePhi,9611,138846,0,2019
MePhi,9611,171576,1,2019
MePhi,9611,683643,0,2013
MePhi,9611,732383,1,2013
MePhi,9611,493574,0,2009
MePhi,9611,839809,1,2009
MIPT,37677,458771,0,2013
MIPT,37677,533476,1,2013
MIPT,37677,137014,0,2021
MIPT,37677,525939,1,2021
RUDN,30543,23051,0,2010
RUDN,30543,791245,1,2010
RUDN,30543,161202,0,2018
RUDN,30543,781257,1,2018
RUDN,30543,705026,0,2012
RUDN,30543,979019,1,2012
RUDN,30543,447336,0,2008
RUDN,30543,844280,1,2008
RUDN,30543,946969,0,2008
RUDN,30543,995923,1,2008
RUDN,30543,431301,0,2022
RUDN,30543,509586,1,2022
RUDN,30543,967764,0,2008
RUDN,30543,996241,1,2008
RUDN,30543,935969,0,2017
RUDN,30543,998507,1,2017
MSU,8549,203645,0,2022
MSU,8549,532297,1,2022
MSU,8549,887760,0,2019
MSU,8549,957107,1,2019
MSU,8549,339276,0,2008
MSU,8549,555532,1,2008
MSU,8549,882656,0,2008
MSU,8549,946310,1,2008
MSU,8549,983057,0,2008
MSU,8549,991795,1,2008
MSU,8549,18559,0,2022
MSU,8549,682021,1,2022
MSU,8549,400799,0,2018
MSU,8549,841567,1,2018
BMSTU,27315,726700,0,2009
BMSTU,27315,960142,1,2009
RUDN,1591,560585,0,2013
RUDN,1591,723617,1,2013
RUDN,1591,921913,0,2014
RUDN,1591,967123,1,2014
RUDN,1591,446362,0,2015
RUDN,1591,580628,1,2015
RUDN,1591,683162,0,2014
RUDN,1591,789741,1,2014
RUDN,1591,816114,0,2010
RUDN,1591,905335,1,2010
RUDN,1591,286354,0,2016
RUDN,1591,737639,1,2016
RUDN,1591,408196,0,2009
RUDN,1591,928754,1,2009
RUDN,1591,337269,0,2022
RUDN,1591,663355,1,2022
RUDN,1591,832767,0,2013
RUDN,1591,897595,1,2013
RUDN,1591,355779,0,2016
RUDN,1591,562415,1,2016
RUDN,19100,699785,0,2012
RUDN,19100,843806,1,2012
RUDN,19100,901350,0,2020
RUDN,19100,946642,1,2020
RUDN,19100,433369,0,2012
RUDN,19100,603384,1,2012
RUDN,19100,728786,0,2018
RUDN,19100,845589,1,2018
MISIS,44440,955743,0,2019
MISIS,44440,988364,1,2019
BMSTU,7393,491681,0,2022
BMSTU,7393,921226,1,2022
BMSTU,7393,321491,0,2018
BMSTU,7393,960661,1,2018
BMSTU,7393,817825,0,2019
BMSTU,7393,936467,1,2019
BMSTU,7393,400895,0,2012
BMSTU,7393,667923,1,2012
BMSTU,7393,393980,0,2017
BMSTU,7393,692960,1,2017
MIPT,1783,271734,0,2017
MIPT,1783,365471,1,2017
MISIS,13354,343447,0,2013
MISIS,13354,714570,1,2013
MISIS,13354,247427,0,2013
MISIS,13354,980827,1,2013
MISIS,13354,780641,0,2018
MISIS,13354,883524,1,2018
MePhi,15546,620317,0,2015
MePhi,15546,748882,1,2015
MePhi,15546,752443,0,2017
MePhi,15546,948711,1,2017
MePhi,15546,522610,0,2008
MePhi,15546,540541,1,2008
HSE,13456,953969,0,2012
HSE,13456,954860,1,2012
HSE,13456,948378,0,2015
HSE,13456,996237,1,2015
HSE,13456,271349,0,2018
HSE,13456,722201,1,2018
HSE,13456,683785,0,2015
HSE,13456,898594,1,2015
HSE,13456,780942,0,2021
HSE,13456,968388,1,2021
HSE,13456,478678,0,2019
HSE,13456,488079,1,2019
HSE,13456,28965,0,2012
HSE,13456,170001,1,2012
MSU,48324,305115,0,2018
MSU,48324,551365,1,2018
MSU,48324,453522,0,2016
MSU,48324,856838,1,2016
MSU,48324,43155,0,2021
MSU,48324,97954,1,2021
MSU,48324,122928,0,2019
MSU,48324,676547,1,2019
MSU,48324,595755,0,2020
MSU,48324,818198,1,2020
MSU,48324,541555,0,2019
MSU,48324,595791,1,2019
MSU,41041,646504,0,2021
MSU,41041,796928,1,2021
MSU,41041,198720,0,2008
MSU,41041,574806,1,2008
MSU,41041,802934,0,2020
MSU,41041,973541,1,2020
MIPT,29600,596120,0,2021
MIPT,29600,965405,1,2021
MIPT,29600,164588,0,2020
MIPT,29600,233918,1,2020
MIPT,29600,179976,0,2022
MIPT,29600,911339,1,2022
MIPT,29600,282452,0,2019
MIPT,29600,427665,1,2019
MSU,26505,415679,0,2021
MSU,26505,537543,1,2021
MePhi,20485,253000,0,2008
MePhi,20485,378696,1,2008
MePhi,20485,36319,0,2009
MePhi,20485,90287,1,2009
MePhi,20485,324051,0,2020
MePhi,20485,331181,1,2020
MePhi,20485,110827,0,2021
MePhi,20485,127852,1,2021
MePhi,20485,891220,0,2009
MePhi,20485,943234,1,2009
MePhi,20485,465568,0,2013
MePhi,20485,611707,1,2013
MePhi,20485,461888,0,2022
MePhi,20485,841241,1,2022
MePhi,20485,253101,0,2017
MePhi,20485,488276,1,2017
MSU,9058,424249,0,2008
MSU,9058,424281,1,2008
MSU,9058,242491,0,2017
MSU,9058,692301,1,2017
MSU,9058,189214,0,2021
MSU,9058,387118,1,2021
MSU,9058,808733,0,2016
MSU,9058,975919,1,2016
MSU,9058,189127,0,2020
MSU,9058,222548,1,2020
MSU,9058,762038,0,2011
MSU,9058,939833,1,2011
MSU,9058,453397,0,2008
MSU,9058,798142,1,2008
MSU,9058,626651,0,2014
MSU,9058,962917,1,2014
MSU,9058,119489,0,2008
MSU,9058,142311,1,2008
MISIS,49863,914676,0,2021
MISIS,49863,936720,1,2021
MISIS,49863,224713,0,2014
MISIS,49863,679091,1,2014
MISIS,49863,471436,0,2021
MISIS,49863,870357,1,2021
MISIS,49863,202924,0,2021
MISIS,49863,351519,1,2021
MISIS,49863,902231,0,2013
MISIS,49863,919243,1,2013
MePhi,36875,897398,0,2012
MePhi,36875,981611,1,2012
MePhi,48119,530522,0,2021
MePhi,48119,571946,1,2021
RUDN,18423,838709,0,2018
RUDN,18423,993157,1,2018
RUDN,18423,585215,0,2014
RUDN,18423,625317,1,2014
RUDN,18423,871200,0,2022
RUDN,18423,938690,1,2022
MIPT,43581,697872,0,2017
MIPT,43581,702340,1,2017
MIPT,43581,374670,0,2018
MIPT,43581,626240,1,2018
MIPT,43581,371162,0,2008
MIPT,43581,809187,1,2008
MIPT,43581,121666,0,2020
MIPT,43581,705146,1,2020
MIPT,43581,699555,0,2008
MIPT,43581,821542,1,2008
MIPT,43581,357055,0,2013
MIPT,43581,818808,1,2013
MIPT,35663,941199,0,2016
MIPT,35663,953547,1,2016
MIPT,35663,108462,0,2011
MIPT,35663,427683,1,2011
MIPT,35663,117182,0,2014
MIPT,35663,264620,1,2014
MIPT,35663,955778,0,2015
MIPT,35663,986673,1,2015
MIPT,35663,802491,0,2022
MIPT,35663,999574,1,2022
RUDN,27864,452353,0,2017
RUDN,27864,746164,1,2017
RUDN,27864,854244,0,2013
RUDN,27864,945036,1,2013
RUDN,27864,503964,0,2008
RUDN,27864,877986,1,2008
RUDN,27864,905117,0,2012
RUDN,27864,940355,1,2012
RUDN,27864,466353,0,2017
RUDN,27864,654387,1,2017
RUDN,27864,952571,0,2016
RUDN,27864,982200,1,2016
MIPT,28590,281663,0,2016
MIPT,28590,773043,1,2016
MIPT,28590,966334,0,2018
MIPT,28590,992182,1,2018
MIPT,28590,922803,0,2019
MIPT,28590,989533,1,2019
MIPT,28590,956863,0,2021
MIPT,28590,971386,1,2021
MIPT,28590,865436,0,2012
MIPT,28590,986555,1,2012
HSE,16729,325124,0,2016
HSE,16729,988208,1,2016
HSE,16729,772702,0,2014
HSE,16729,844278,1,2014
MePhi,2539,719474,0,2014
MePhi,2539,727678,1,2014
MePhi,2539,846135,0,2010
MePhi,2539,898790,1,2010
MePhi,2539,512137,0,2015
MePhi,2539,919432,1,2015
MePhi,2539,88354,0,2020
MePhi,2539,195198,1,2020
MePhi,2539,371578,0,2021
MePhi,2539,805990,1,2021
MePhi,2539,52667,0,2014
MePhi,2539,388429,1,2014
MePhi,2539,682258,0,2012
MePhi,2539,826781,1,2012
MePhi,2539,413207,0,2012
MePhi,2539,819609,1,2012
MePhi,2539,715142,0,2018
MePhi,2539,982627,1,2018
MePhi,2539,505608,0,2022
MePhi,2539,883118,1,2022
MIPT,27217,267216,0,2022
MIPT,27217,814703,1,2022
MIPT,27217,901296,0,2020
MIPT,27217,984693,1,2020
MIPT,27217,154924,0,2014
MIPT,27217,364276,1,2014
MIPT,27217,839553,0,2020
MIPT,27217,905984,1,2020
HSE,36183,517216,0,2015
HSE,36183,644391,1,2015
HSE,36183,845995,0,2010
HSE,36183,857505,1,2010
HSE,36183,697859,0,2010
HSE,36183,866019,1,2010
HSE,36183,35472,0,2010
HSE,36183,634614,1,2010
HSE,36183,292544,0,2020
HSE,36183,344499,1,2020
HSE,36183,267016,0,2010
HSE,36183,680164,1,2010
HSE,36183,337362,0,2019
HSE,36183,783995,1,2019
HSE,36183,251763,0,2022
HSE,36183,374818,1,2022
MePhi,23763,654855,0,2011
MePhi,23763,697713,1,2011
MePhi,23763,273552,0,2017
MePhi,23763,447910,1,2017
MIPT,22747,626124,0,2011
MIPT,22747,635390,1,2011
MIPT,22747,780299,0,2021
MIPT,22747,906468,1,2021
MISIS,12890,407784,0,2013
MISIS,12890,644865,1,2013
HSE,3166,404811,0,2008
HSE,3166,632185,1,2008
HSE,3166,715963,0,2008
HSE,3166,906441,1,2008
MePhi,11524,887050,0,2010
MePhi,11524,929417,1,2010
MSU,27228,705607,0,2021
MSU,27228,892843,1,2021
MSU,27228,290561,0,2022
MSU,27228,913523,1,2022
MSU,27228,219733,0,2020
MSU,27228,274036,1,2020
MSU,27228,641299,0,2012
MSU,27228,832577,1,2012
MSU,27228,76792,0,2018
MSU,27228,265848,1,2018
MSU,27228,451814,0,2018
MSU,27228,973302,1,2018
MSU,27228,186804,0,2009
MSU,27228,563366,1,2009
MSU,27228,472631,0,2017
MSU,27228,779033,1,2017
MSU,27228,487067,0,2012
MSU,27228,599317,1,2012
MSU,27228,711913,0,2008
MSU,27228,849829,1,2008
HSE,48289,808365,0,2019
HSE,48289,919044,1,2019
HSE,48289,279767,0,2013
HSE,48289,576087,1,2013
HSE,48289,940265,0,2018
HSE,48289,948186,1,2018
HSE,48289,714335,0,2021
HSE,48289,717894,1,2021
HSE,48289,595913,0,2016
HSE,48289,804346,1,2016
HSE,48289,958959,0,2008
HSE,48289,999886,1,2008
HSE,48289,952107,0,2019
HSE,48289,977397,1,2019
HSE,48289,447384,0,2018
HSE,48289,751610,1,2018
HSE,48289,676760,0,2022
HSE,48289,833312,1,2022
HSE,48289,415080,0,2016
HSE,48289,957725,1,2016
MIPT,42319,723156,0,2015
MIPT,42319,770346,1,2015
MIPT,42319,355827,0,2017
MIPT,42319,799800,1,2017
MIPT,42319,328518,0,2011
MIPT,42319,570090,1,2011
MIPT,42319,637008,0,2010
MIPT,42319,921402,1,2010
MIPT,42319,766741,0,2011
MIPT,42319,981845,1,2011
MIPT,42319,174166,0,2012
MIPT,42319,663375,1,2012
MIPT,42319,698454,0,2019
MIPT,42319,878761,1,2019
MIPT,42319,835981,0,2011
MIPT,42319,974507,1,2011
MIPT,42319,542526,0,2019
MIPT,42319,775423,1,2019
MIPT,42319,790822,0,2008
MIPT,42319,857180,1,2008
RUDN,20313,478029,0,2010
RUDN,20313,715173,1,2010
RUDN,20313,999816,0,2017
RUDN,20313,999910,1,2017
RUDN,20313,637147,0,2022
RUDN,20313,985440,1,2022
RUDN,20313,130194,0,2022
RUDN,20313,781417,1,2022
MISIS,14233,596506,0,2022
MISIS,14233,651233,1,2022
MISIS,14233,622535,0,2013
MISIS,14233,906792,1,2013
MISIS,14233,864057,0,2014
MISIS,14233,939585,1,2014
BMSTU,30886,536569,0,2016
BMSTU,30886,828690,1,2016
BMSTU,30886,25114,0,2018
BMSTU,30886,588318,1,2018
BMSTU,30886,59546,0,2013
BMSTU,30886,610837,1,2013
BMSTU,30886,729594,0,2010
BMSTU,30886,890029,1,2010
BMSTU,30886,121689,0,2013
BMSTU,30886,992971,1,2013
BMSTU,30886,977060,0,2013
BMSTU,30886,996523,1,2013
HSE,12720,806961,0,2019
HSE,12720,964055,1,2019
HSE,12720,731713,0,2019
HSE,12720,899418,1,2019
HSE,12720,817557,0,2018
HSE,12720,852185,1,2018
HSE,12720,804959,0,2017
HSE,12720,931314,1,2017
MePhi,41267,789072,0,2014
MePhi,41267,811393,1,2014
MePhi,41267,347028,0,2008
MePhi,41267,545120,1,2008
MePhi,41267,387592,0,2010
MePhi,41267,836219,1,2010
MePhi,41267,215867,0,2012
MePhi,41267,468444,1,2012
BMSTU,4141,62539,0,2011
BMSTU,4141,678225,1,2011
BMSTU,4141,51326,0,2013
BMSTU,4141,945157,1,2013
BMSTU,4141,468097,0,2009
BMSTU,4141,517502,1,2009
MIPT,22772,748632,0,2022
MIPT,22772,847526,1,2022
MIPT,22772,34205,0,2010
MIPT,22772,205528,1,2010
MIPT,22772,490535,0,2014
MIPT,22772,831401,1,2014
MIPT,22772,620001,0,2017
MIPT,22772,970265,1,2017
MIPT,22772,840437,0,2012
MIPT,22772,983870,1,2012
MePhi,8771,882066,0,2012
MePhi,8771,915247,1,2012
MePhi,8771,250328,0,2009
MePhi,8771,659279,1,2009
MePhi,8771,718055,0,2015
MePhi,8771,764719,1,2015
MePhi,8771,355990,0,2022
MePhi,8771,848612,1,2022
MePhi,8771,652708,0,2018
MePhi,8771,765524,1,2018
MePhi,8771,740504,0,2022
MePhi,8771,775222,1,2022
MePhi,8771,783491,0,2011
MePhi,8771,814430,1,2011
MePhi,8771,818581,0,2018
MePhi,8771,820777,1,2018
MIPT,21622,40715,0,2021
MIPT,21622,81949,1,2021
MIPT,21622,610439,0,2017
MIPT,21622,835329,1,2017
MIPT,21622,404746,0,2009
MIPT,21622,749071,1,2009
MIPT,21622,35466,0,2020
MIPT,21622,270897,1,2020
MIPT,21622,659772,0,2015
MIPT,21622,970388,1,2015
MIPT,21622,198259,0,2010
MIPT,21622,254619,1,2010
MSU,21206,658704,0,2021
MSU,21206,728022,1,2021
MSU,21206,499697,0,2019
MSU,21206,740002,1,2019
MSU,21206,209811,0,2017
MSU,21206,552821,1,2017
MSU,21206,479827,0,2013
MSU,21206,938715,1,2013
MSU,21206,210358,0,2021
MSU,21206,765350,1,2021
MSU,21206,630301,0,2013
MSU,21206,908761,1,2013
MSU,21206,145474,0,2009
MSU,21206,540227,1,2009
MSU,21206,248809,0,2019
MSU,21206,543933,1,2019
MSU,41184,463790,0,2022
MSU,41184,771508,1,2022
MSU,41184,295320,0,2012
MSU,41184,958740,1,2012
MSU,41184,616223,0,2011
MSU,41184,848417,1,2011
MSU,44824,23642,0,2013
MSU,44824,221343,1,2013
MSU,44824,933166,0,2011
MSU,44824,970942,1,2011
MSU,44824,671109,0,2019
MSU,44824,754770,1,2019
MSU,44824,278840,0,2011
MSU,44824,703954,1,2011
MSU,44824,611370,0,2013
MSU,44824,613140,1,2013
MSU,44824,978180,0,2017
MSU,44824,978942,1,2017
MSU,44824,650918,0,2009
MSU,44824,773368,1,2009
MSU,44824,844297,0,2020
MSU,44824,854443,1,2020
MSU,44824,863216,0,2013
MSU,44824,932633,1,2013
RUDN,48766,922507,0,2020
RUDN,48766,987427,1,2020
HSE,9602,614726,0,2008
HSE,9602,877889,1,2008
HSE,9602,197174,0,2008
HSE,9602,806183,1,2008
RUDN,49570,333323,0,2022
RUDN,49570,773719,1,2022
RUDN,49570,606231,0,2010
RUDN,49570,867235,1,2010
RUDN,49570,713789,0,2018
RUDN,49570,796997,1,2018
RUDN,49570,553621,0,2014
RUDN,49570,804919,1,2014
RUDN,49570,722773,0,2009
RUDN,49570,959169,1,2009
RUDN,49570,652832,0,2015
RUDN,49570,925640,1,2015
MISIS,7257,172311,0,2022
MISIS,7257,766573,1,2022
MISIS,7257,846461,0,2020
MISIS,7257,930932,1,2020
MISIS,7257,405385,0,2019
MISIS,7257,963984,1,2019
MISIS,7257,100165,0,2015
MISIS,7257,122634,1,2015
MISIS,7257,237286,0,2008
MISIS,7257,995215,1,2008
MISIS,7257,516017,0,2022
MISIS,7257,685232,1,2022
MISIS,7257,331054,0,2020
MISIS,7257,719067,1,2020
MISIS,7257,527132,0,2016
MISIS,7257,615368,1,2016
MIPT,41166,15286,0,2015
MIPT,41166,911714,1,2015
MIPT,41166,427517,0,2014
MIPT,41166,868640,1,2014
MIPT,4688,883341,0,2013
MIPT,4688,909422,1,2013
