university,id,publication,year
RUDN,49784,XC3JAD0P6B,2010
RUDN,49784,J2TGYKAQBC,2016
RUDN,49784,G7C7SZMOVX,2018
RUDN,49784,S9L7D8OSKC,2021
RUDN,49784,A151WZU35I,2016
RUDN,49784,L6GT4OG8EE,2019
RUDN,49784,4X9FTKU35W,2018
BMSTU,35626,P9J91GUA1O,2015
BMSTU,35626,R83MPUE7ZW,2017
BMSTU,35626,DGAJGUVW01,2013
BMSTU,35626,T0WBGJRXV1,2019
BMSTU,35626,V2USR6JYCE,2014
BMSTU,35626,BG323SIVD7,2009
BMSTU,35626,EMF2LM2DZR,2010
BMSTU,35626,FTPKYIGXBC,2019
BMSTU,35626,7QYN05WQXX,2022
BMSTU,35626,Z0USI0V8PW,2009
BMSTU,35626,A5C9B6BLSH,2009
BMSTU,35626,AJWZ49V358,2020
BMSTU,35626,UXFCWVMCE2,2020
BMSTU,35626,IKJLG1WRQU,2016
BMSTU,35626,OXOB7VOX4I,2019
BMSTU,35626,DDCTVAI7B5,2012
BMSTU,35626,AQO0KWT6UC,2011
BMSTU,35626,93VZAHMQF2,2018
BMSTU,35626,DKL66Z0V54,2008
BMSTU,35626,J76UBH34N7,2008
BMSTU,35626,6235U3O1VO,2018
BMSTU,35626,2R3JUMSTCI,2016
BMSTU,30886,MAMP7ARTI5,2020
BMSTU,30886,0C55PJAOEC,2021
BMSTU,30886,4AQYNM129M,2020
BMSTU,30886,SP7BIGPIWK,2017
BMSTU,30886,E8BG6E2XDG,2022
BMSTU,30886,53OVXD9YD1,2019
BMSTU,30886,AF012B8OPJ,2012
BMSTU,30886,DH0MBAAHEA,2014
BMSTU,30886,BR12QCSJMG,2013
BMSTU,30886,C5OVF14BFE,2022
BMSTU,30886,Z99EY48QXI,2013
BMSTU,30886,VY7WLKSQQN,2014
BMSTU,30886,O6E7CFZSSX,2022
BMSTU,30886,HQR29X5FFS,2018
BMSTU,30886,LTHQ98XMRA,2010
BMSTU,30886,D0LAE7ZDCE,2020
BMSTU,30886,YMKBQLIS3L,2009
BMSTU,30886,QFU1YEE5E6,2008
BMSTU,30886,T3LQ1MXPU3,2022
BMSTU,30886,FAGE54BI7U,2011
BMSTU,30886,2O1TGKQ97L,2014
MePhi,45969,0333X5PRJ7,2016
MePhi,45969,I64IR9599I,2019
MePhi,45969,1D53MB0A9Z,2018
MePhi,45969,41SAF2YQUA,2009
MePhi,45969,AMRNNUW2KC,2015
MePhi,45969,S42YUXZSN3,2008
MePhi,45969,0PDV20DTD4,2020
MePhi,45969,G58O4S6UJY,2011
MePhi,45969,CMDUZS6RY5,2008
MePhi,45969,XCXIVW4N91,2009
MePhi,45969,RI2PH7NWIO,2010
MePhi,45969,HA6Q85NER9,2014
MePhi,45969,WW5ZVINT1B,2009
MePhi,45969,Z0N8EY9TZN,2015
MePhi,45969,TMU3OV8XA3,2019
MePhi,45969,YJ27VXWZBZ,2008
MePhi,45969,PI3Y13ZZED,2009
MePhi,45969,P3EPNQDTR6,2017
MePhi,45969,1PXH8HWYWV,2010
MePhi,45969,I55SGGB285,2009
MePhi,45969,X84ESMN6VH,2016
MePhi,45969,S33GU28MT8,2020
BMSTU,27093,0P5RGK4X1M,2021
BMSTU,27093,6M2M6PX3OC,2011
BMSTU,27093,NJPIH0G16Q,2011
BMSTU,27093,NAIJS3WSI4,2017
BMSTU,27093,NFD1T6XCAU,2010
BMSTU,27093,E84N7SG43L,2009
BMSTU,27093,WSDA2AH882,2010
BMSTU,27093,4DB56MNK8Q,2021
MSU,49247,RSG0N1K229,2011
MSU,49247,JDZS9FETJT,2010
MSU,49247,6OWZT39L8N,2008
MSU,49247,SY69A9BS1A,2018
MISIS,7257,AJ5KYGHYOJ,2013
MISIS,7257,NSYXBJW53P,2019
MISIS,7257,E5JP306LLK,2012
MISIS,7257,LQQPPCTTE6,2015
MISIS,7257,831B6I999H,2015
MISIS,7257,9VN16O9VYO,2018
MISIS,7257,NKQ8042W4K,2017
MISIS,7257,SOMZPZPP06,2011
MISIS,7257,GMDHNPKVMO,2013
MISIS,7257,BI0OB69NX7,2019
MISIS,7257,0CC8YI4NM0,2010
MISIS,7257,C4OZC8WIGF,2022
MISIS,7257,DFIQXPU4WG,2012
MISIS,7257,1WSDDZ14XR,2019
MISIS,7257,6H86F06CKP,2013
MISIS,7257,RLONELLUFO,2022
MISIS,7257,2CDJP3JUTS,2014
MISIS,7257,8CA953OB17,2009
RUDN,32360,569E8K40IV,2017
RUDN,32360,INN1NRSECC,2009
RUDN,32360,SK9LMOE07C,2018
RUDN,32360,8F00JMWGGM,2015
RUDN,32360,B105ER0NWX,2019
RUDN,32360,F99O8I283Q,2014
RUDN,32360,CC99BT3KON,2009
RUDN,32360,NJMZJPFRX9,2012
RUDN,32360,RKO4NFS4LP,2008
RUDN,32360,O2RPV64GUN,2009
RUDN,32360,E53BO8TPDF,2014
RUDN,32360,CML4F12LOF,2008
RUDN,32360,4FKRMYK8A3,2021
RUDN,32360,E6YFU85946,2015
RUDN,32360,8SMSR479CC,2020
RUDN,32360,QIE02OBEJH,2013
RUDN,32360,HDN214ZEZ9,2020
RUDN,32360,D2OTLCD917,2010
RUDN,32360,3LWRMREQDK,2008
RUDN,32360,QYQPB9PCZV,2018
RUDN,32360,1JYOYZCGH5,2020
RUDN,32360,6VOHQJUE71,2014
RUDN,32360,MRV859PV6S,2011
RUDN,32360,0WPNYONXAE,2019
RUDN,32360,YSN5NRHG83,2021
RUDN,32360,L8XHMVMH00,2010
RUDN,32360,ZFPNPLZGCE,2015
RUDN,32360,XKTGJE14BD,2014
RUDN,32360,YTH5FR274E,2019
RUDN,32360,WJUKE69R10,2021
RUDN,24619,3OPNEKYJ7T,2017
RUDN,24619,3IVX79EK8I,2022
RUDN,24619,JHL0CYRSCX,2021
RUDN,24619,SCME8572GT,2018
RUDN,24619,AYNM9EG8HE,2018
RUDN,24619,K8PGMS85UV,2022
RUDN,24619,IYAXX7JT8V,2010
RUDN,24619,0DRAO9YY91,2021
RUDN,24619,61DULJD6NJ,2010
RUDN,24619,ZOVGEBSTAE,2021
RUDN,24619,6J3GHY49XN,2012
RUDN,24619,B3PN0XOALL,2011
RUDN,24619,YHT0VLSHLE,2021
RUDN,24619,PMXMM7U1PP,2018
RUDN,24619,ZQ1NUWLIOY,2015
RUDN,24619,4RQ9WGDMSZ,2011
RUDN,24619,92B2K4EKT0,2016
RUDN,24619,IPMZM9UWOK,2015
MIPT,42319,GOJZEF9WN4,2015
MIPT,42319,LG5XMLS6OB,2013
MIPT,42319,C05Y9TT7TT,2019
MIPT,42319,NQRMUDCAJX,2017
MIPT,42319,Q2G66XMH3M,2017
MIPT,42319,LE19XTLA8P,2011
MIPT,42319,429IVG5O5C,2013
MIPT,42319,E7V7O7G1XT,2014
MIPT,42319,MZI0A6T8Y7,2021
MIPT,42319,REPU5EES8R,2018
MIPT,42319,MPP2V7JU2F,2018
MIPT,42319,CZRX9LM50P,2011
MIPT,42319,W6NEKIWCL5,2022
MSU,8549,WT8PJR7IEH,2010
MSU,8549,IAISKLT8MK,2021
MSU,8549,6MU075DFGL,2010
MePhi,22144,5MX71B7GX1,2019
MePhi,22144,9BLWWMFWYK,2018
MePhi,22144,DCHWC8Z26L,2022
MePhi,22144,1IPCOKSCBB,2014
MePhi,22144,USK9WCV0XZ,2019
MePhi,22144,W2LUANLXLX,2011
MePhi,22144,FMOUMFJHUG,2021
BMSTU,26570,WSXGFXUBSF,2011
BMSTU,26570,5EFHCES6NA,2019
BMSTU,26570,ZSXAMW4Y07,2011
BMSTU,26570,R8MQLST6J1,2017
BMSTU,26570,XZBTVUY23S,2013
BMSTU,26570,T1SASF968K,2019
BMSTU,26570,3NDMSN6VI7,2012
BMSTU,26570,B291TOPKWV,2015
BMSTU,26570,R26UQWVV38,2008
BMSTU,26570,X8LOUBN17S,2013
BMSTU,26570,57P1S30554,2008
BMSTU,26570,4ISE97A7HC,2011
BMSTU,26570,XERKU1O93F,2008
BMSTU,26570,GFEKLMSVL0,2015
BMSTU,26570,UJ28LHVS9K,2008
BMSTU,26570,8R7BZ8N6EG,2016
BMSTU,26570,B8NA75LR15,2016
BMSTU,26570,5ENV3Z34EW,2022
BMSTU,26570,SCDG17KQJW,2011
BMSTU,26570,RCXOQWSSMG,2016
BMSTU,26570,JALDO58604,2008
BMSTU,26570,J4JJTAC6JG,2020
BMSTU,26570,NTO18PHIVB,2016
RUDN,8607,6T81WJYL5O,2022
RUDN,8607,0UE29AO50L,2018
RUDN,8607,YJSUNBKJSH,2011
RUDN,8607,71TT85UJMJ,2020
RUDN,8607,0KOAM1V0GK,2015
RUDN,8607,6SW36OEQ81,2012
RUDN,8607,ICOSD8BCVN,2010
RUDN,8607,6HKPS414O3,2019
RUDN,8607,EC5LKE1143,2020
RUDN,8607,NRJYGRVILZ,2020
RUDN,8607,LVDL0NUTZK,2020
RUDN,8607,9GJVG44A4V,2020
RUDN,8607,8T5L0PAAKS,2014
RUDN,8607,VKT5EG127W,2018
RUDN,8607,Z73BMPMRGB,2022
RUDN,8607,HIKPBKS0QE,2015
RUDN,8607,V8ZZZBJNTD,2020
RUDN,8607,DLQWFKCPLZ,2013
RUDN,8607,E6TPEZFXBK,2020
RUDN,8607,XADI8Q4797,2013
RUDN,8607,ZM3NG5V8GB,2018
RUDN,8607,2483L0L1FE,2017
RUDN,8607,4FGRNGGU2Z,2013
RUDN,8607,QA8Y6483XR,2017
RUDN,8607,4J98YBWW0U,2010
RUDN,8607,NZ0HUEIP5L,2017
RUDN,8607,LDSXJG6X62,2009
MePhi,24459,0PM70LM5KE,2019
MePhi,24459,AEJGQTFT57,2011
MePhi,24459,PC4GLABFU2,2015
MePhi,24459,8ZCMR8Q0CN,2013
MePhi,24459,6KC800N2EF,2017
MePhi,24459,T3L0C0OSGC,2016
MePhi,24459,BB4AHM7WM2,2022
MePhi,24459,875U4IZ0QX,2020
MePhi,24459,ZX7ULA5RQW,2022
MePhi,24459,3QV4TCBAAG,2020
MePhi,24459,SGT33I6RBK,2017
MePhi,24459,OJ949L9CP8,2012
MePhi,24459,5CJCOAV57Q,2011
MePhi,24459,UIQNIBUTKH,2012
MePhi,24459,J1PP3ES6TL,2021
MePhi,24459,UMZ7CL4ZZA,2008
MePhi,24459,7GVW7QMNIS,2016
MePhi,24459,JKOYTETOD1,2009
MePhi,24459,IDFIXCM8NG,2017
MePhi,24459,77F54SM3UP,2012
MePhi,24459,FU7CCNQTZH,2012
MePhi,24459,50CTSV11XV,2009
BMSTU,47108,5NWEX3JEJV,2016
BMSTU,47108,I7J108OIV5,2017
BMSTU,47108,6MKA2TTN4I,2019
BMSTU,47108,M4W53JUFK8,2014
BMSTU,47108,XIATB89H7G,2022
BMSTU,47108,O3PF1LEXOD,2014
BMSTU,47108,MV127DM5KX,2017
BMSTU,47108,IFNGAACW8X,2021
BMSTU,47108,OQF86C59XZ,2011
BMSTU,47108,45VUM4GY0I,2008
BMSTU,47108,YQ00SGNT4C,2021
BMSTU,47108,55BWMSAZMY,2021
BMSTU,47108,5ZICH06GGI,2015
BMSTU,47108,L99RGZ2F33,2009
BMSTU,47108,GZ6TU4LHY1,2014
BMSTU,47108,KL0YP097AM,2020
BMSTU,47108,1BD8LC6UWV,2010
BMSTU,47108,P017RTI8SR,2016
BMSTU,47108,VH6LEVVXDQ,2010
BMSTU,47108,GRLFNXRKLL,2019
BMSTU,47108,NVGJ615HTH,2010
BMSTU,47108,C04L2Z6SOF,2016
BMSTU,47108,1D0HKVN4WS,2018
BMSTU,47108,JY4PHW5LS2,2015
BMSTU,47108,LRUL23LFXZ,2010
BMSTU,47108,DNTU524GWL,2012
BMSTU,47108,6XFGTGKXZS,2020
MePhi,46401,1HT8KAJKJL,2022
MePhi,46401,2MU36PEUI6,2017
MePhi,46401,655N0JJ83W,2020
MePhi,46401,G2VNQ5YULJ,2012
MePhi,46401,RQBA9QW6ZN,2017
MePhi,46401,EQ856CYU3C,2017
MePhi,46401,1P2NBNY9R5,2021
MePhi,46401,8DSL4RXQ8G,2012
MePhi,46401,UB236I8G4C,2012
MePhi,46401,HVX1QXXZ6E,2009
MePhi,46401,K2KRV7IV01,2010
MePhi,46401,6FGMR7RGF3,2016
MePhi,46401,QTA5SYUG3Q,2012
MePhi,46401,XGBRICYZVG,2018
MePhi,46401,HUHOH1DBRW,2014
MePhi,46401,BF69G7F48J,2015
MePhi,46401,L163LXB7NA,2018
HSE,2482,9YNUFHVRLI,2017
HSE,2482,1SOY20VLGT,2017
HSE,2482,F4O0P7GTML,2019
HSE,2482,GCS807RTAA,2018
HSE,2482,OC9XEIVPKN,2021
HSE,2482,1WV5D60IMN,2017
HSE,2482,FFM2HD4P0G,2012
HSE,2482,OTXNSZSDFI,2017
HSE,2482,VGKD3W3YJT,2017
BMSTU,25743,JJXHC62BZA,2012
BMSTU,25743,3VJXSR1956,2020
BMSTU,25743,957DTBZ2ED,2011
BMSTU,25743,TWUWVR9HKU,2015
BMSTU,25743,VDLMVA2KMZ,2008
BMSTU,25743,8IG9AURY77,2010
BMSTU,25743,5BUV87E8AR,2010
BMSTU,25743,TRTF5SVD2T,2017
BMSTU,25743,HDCER1STL3,2013
BMSTU,25743,5S8JZ8HREQ,2015
BMSTU,25743,A10RWPP6ZS,2009
BMSTU,25743,ID3F2ORSZ4,2010
BMSTU,25743,8V61W54XAI,2011
BMSTU,25743,0FT5OODET6,2019
BMSTU,25743,ZJFNQVCX5O,2012
BMSTU,25743,WMM3FLLO73,2009
BMSTU,25743,JXSGHLBDNM,2019
BMSTU,25743,Z3S5AT2UV6,2020
BMSTU,25743,Z24ZELI8G5,2013
BMSTU,25743,A5XEA9GEBK,2018
BMSTU,25743,BVGLXT5DO6,2009
BMSTU,25743,H9G8J3ZNGV,2021
MISIS,35074,RMVA0M30QA,2021
MISIS,35074,C86Q5LK2ZV,2013
MISIS,35074,F31FRL37CT,2018
MISIS,35074,283H329EU9,2008
MISIS,35074,8W6DMC3KFS,2011
MISIS,35074,H3C9FAHXKV,2021
MISIS,35074,JAC60F96IG,2013
MISIS,35074,1SZ7Y5KYQL,2015
MISIS,35074,NE9BRSU7NM,2017
MISIS,35074,A8W5BA1XCI,2022
MISIS,35074,FSLB8PNIR6,2021
MISIS,35074,O5KLI0S60I,2017
MISIS,35074,VV6LT5IZQZ,2015
MISIS,35074,P9HMXKNBEF,2009
MISIS,35074,GBH0THRI91,2021
MISIS,35074,R0S7Q8PHVY,2016
MISIS,35074,GMQVQ3NTST,2017
MISIS,35074,8FU2248L8G,2010
MISIS,35074,5945GKFAVN,2008
MISIS,35074,8BRRB8URLZ,2017
MISIS,35074,14RR9LF3JL,2019
MePhi,38742,29CNJ0CUVU,2015
MePhi,38742,YZUHCO4EQT,2009
MePhi,38742,CPN2KY2B3F,2019
MePhi,38742,4JJAWU9XDK,2012
MePhi,38742,PLU1NWYRBB,2012
MePhi,38742,Y3YUJ7Y4Y6,2015
MePhi,38742,XIE3097COZ,2009
MePhi,38742,70GL01X4JQ,2011
MePhi,38742,VJ269AC2LR,2012
MePhi,38742,5FR5TJV24S,2013
MePhi,38742,J10BO3M6DP,2008
MePhi,38742,B4CNOSKWLC,2019
MePhi,38742,GVS72I2O9J,2008
MePhi,38742,RV56RH1SQ9,2017
MePhi,38742,RIQZKJDFGI,2018
MePhi,38742,0KT5SLMXTJ,2009
MePhi,38742,9UIM85MQC1,2018
MePhi,38742,FFL8CP8CP2,2014
MePhi,38742,VA9NHY4HVS,2014
MIPT,11877,M76G3ADIHK,2020
MIPT,11877,FDD2B6MQ2U,2018
MIPT,11877,0B2K5S1N1I,2009
MIPT,11877,YV5KINSYLK,2021
MIPT,11877,A4K1CCUZ9G,2014
MIPT,11877,UK7OBW02CU,2016
MIPT,11877,6O98GCUWEL,2018
MIPT,11877,932MZ7NQC5,2013
MIPT,11877,O8AH77CSV3,2017
MIPT,11877,SIAPWPWRCX,2009
MIPT,11877,7684KST32J,2009
MIPT,11877,O50ZUK2LYI,2011
MIPT,11877,8XBXA7KXTM,2014
MIPT,11877,IU0FHEMNNK,2015
MIPT,11877,WUWQHREM05,2020
MIPT,11877,NESTZKFMPJ,2014
MIPT,11877,GW3X729Y6Q,2018
MIPT,11877,36MP0KLWYP,2012
MIPT,11877,E93XJZSL8R,2010
MIPT,11877,8FQVUUWX8M,2016
MIPT,11877,468LE4RB8M,2014
MIPT,11877,8LZIOAS6PQ,2022
MIPT,11877,2E3NFTXRGB,2013
MIPT,11877,5OJCXZHITH,2022
MIPT,11877,A28MXP4L9L,2021
MISIS,44375,IMBWF13SWM,2016
MISIS,44375,OB3LY2D148,2019
MISIS,44375,NCYFR6TXL6,2013
MISIS,44375,YMSUUXI5GS,2018
MISIS,44375,3VOOLS12YH,2018
MISIS,44375,QYF45XWRI0,2015
MISIS,44375,VJN9QKLD24,2011
MISIS,44375,SJB0UY8XTW,2008
MISIS,44375,5U2R18572E,2011
MISIS,44375,2TS2QH2NCB,2008
MISIS,44375,HW9N3BOXT5,2019
MISIS,44375,P4K6C9NON4,2010
MISIS,44375,JMFKYKNI2S,2011
MISIS,44375,G8BBPUIP57,2018
MISIS,44375,UQBSPXHVNP,2019
MISIS,44375,NOZQBJOGYS,2009
MISIS,44375,NFC3QK3MCE,2017
MISIS,44375,EAOK241XRX,2017
MISIS,44375,MLNKCDZ91W,2014
MISIS,44375,LO82UZE1LF,2012
MISIS,44375,8XA6AR76IM,2009
MISIS,44375,US9GFY76ZQ,2016
MePhi,39528,J4WGS0VMGF,2008
MePhi,39528,93ONMV2A3A,2010
MSU,37937,2GHJRKXDMP,2020
MSU,37937,6LO4614UYM,2009
MSU,37937,CQ4B18LRVV,2009
MISIS,12890,PIRL66BTFQ,2020
MISIS,12890,CQS9PYLPQH,2016
MISIS,12890,FUANUZFX5Q,2013
MISIS,12890,TOM7KICXBN,2009
MISIS,12890,QSR41CW1H0,2012
MISIS,12890,BUH69QGABO,2010
MISIS,12890,J46LOX6BJL,2014
MISIS,12890,MIGZC9SD3C,2011
MISIS,12890,Y8MSRP8DB5,2022
MISIS,12890,IDXMZIWUE7,2018
MISIS,12890,NI56PXAMYH,2018
MISIS,12890,959ISB7WBL,2019
MISIS,12890,AAXICPXC3A,2022
MISIS,12890,8HFFMCSACD,2018
MISIS,12890,6XW87M72XA,2017
MISIS,12890,E0A2ZG5S44,2019
MISIS,12890,JO841G49PH,2018
MISIS,12890,B0F6RX5VAM,2018
MISIS,12890,N2LRCQTDC5,2018
MISIS,12890,L4002LUWPD,2010
MISIS,12890,MA5LCNSGCS,2016
MISIS,12890,GENQ57WM1R,2014
MISIS,12890,VNTPDKP25W,2011
MISIS,12890,R3WAOVLJCU,2009
MISIS,12890,H8KALZKU1O,2010
MISIS,12890,9XBMMGFL7D,2020
MISIS,12890,TNWQVJSHE8,2008
MISIS,12890,TZVQLCV1BO,2010
BMSTU,22891,CP9KUCOOCJ,2021
BMSTU,22891,YKZ0H0VE6Y,2012
BMSTU,22891,3SH2NBO503,2008
BMSTU,22891,ZQC0U2LSPE,2009
BMSTU,22891,ESG8NBP5PF,2015
BMSTU,22891,XM42Z2SUDT,2013
BMSTU,22891,AIG7TZH89I,2021
BMSTU,22891,YKV654G85M,2012
BMSTU,22891,CRLZQCKEOM,2022
BMSTU,22891,RPYPD4AW38,2019
BMSTU,22891,7ZRJS1S0RI,2013
BMSTU,22891,8512O8J4SK,2021
BMSTU,22891,MQY84YUW0D,2014
BMSTU,22891,BESA6WV3J7,2017
BMSTU,22891,ATTMXI6FGB,2016
BMSTU,22891,RCOJ13YCNW,2016
BMSTU,22891,06UOX9A9WQ,2008
HSE,19417,MJKYEWAP49,2017
HSE,3704,RW3EFAUJ38,2016
HSE,3704,G0OSENOQAC,2018
HSE,3704,2F0ULZQY7W,2017
HSE,3704,R5ISZED43H,2021
HSE,3704,OWR4FELY58,2014
HSE,3704,B6R2LYJB03,2019
HSE,3704,O8ZOHCQ2X5,2015
HSE,3704,XJYTJ1WFDB,2012
HSE,3704,GDQQ08GMY9,2012
HSE,3704,ZKK1JAVZGS,2008
HSE,3704,82HPL597KU,2009
HSE,3704,ESLXFR438S,2013
HSE,3704,TWFLWVMVIZ,2008
HSE,3704,VXQQJUMLT5,2012
HSE,3704,FIVT7UTYWY,2022
HSE,3704,85426DO9H1,2021
HSE,3704,K7TJOB19MZ,2018
HSE,3704,K1MFN01XCP,2019
HSE,3704,PH5Q4M61D5,2013
HSE,3704,OZ2ACF5MPJ,2008
HSE,3704,4DAFV0GGXQ,2013
HSE,3704,RD5ABV2573,2020
HSE,3704,XQDK5HL8HC,2016
HSE,3704,YVHAYRMPUL,2019
MSU,17422,OGCOL3Y2ZB,2008
MSU,17422,JZU2LGQPGP,2015
MSU,17422,VDTTJOJBLG,2011
MSU,17422,ESIJNHKZ3Q,2019
MSU,17422,FR2S6JQC9N,2020
MSU,17422,8OYKQWHUDC,2011
MSU,17422,L4LYT3BUPH,2014
MSU,17422,NAZ8TBV7JY,2019
MSU,17422,2U3KYYT2SJ,2009
MSU,17422,K7X6QDBSJZ,2022
MSU,17422,NMUZDQTZ9L,2008
MSU,17422,PKKISK8IF3,2010
MSU,17422,94PXANCQ4V,2021
MSU,17422,C88P9OBY3Z,2013
MSU,17422,SC32SOF4Q5,2013
MSU,20479,29S8Y2QHZ6,2013
MSU,20479,KQVL357U83,2015
MSU,20479,R68JF4JZDT,2016
MSU,20479,6JF7GZWNQC,2018
MSU,20479,WV8FAMTETF,2019
MSU,20479,3UWHG2YK5O,2012
MSU,20479,QHVOQ5BUM8,2017
MSU,20479,J0U9CZTAEV,2019
MSU,20479,9QEGWV7OIR,2018
MSU,20479,9BJDUF0C7W,2022
MSU,20479,1IX6YZZP6L,2018
MSU,20479,35FXOXHVRZ,2009
MSU,20479,GO0MXBA5MV,2020
MSU,20479,C43A3QDS80,2011
MSU,20479,MGV1IOGYNN,2020
MSU,20479,SXVSUBZRGX,2010
MSU,20479,CGXVOQIFMY,2021
MSU,20479,LA2HH7Q6B4,2016
MSU,20479,8Q3ZW2FNIC,2008
MSU,20479,NJDXXCMO8U,2019
MSU,20479,548GRYH2WL,2012
MSU,20479,F373RSMWOS,2019
MSU,20479,UMPG3VTFLL,2015
MSU,20479,PBVUX0YYM8,2011
MSU,20479,NZF8PL59P5,2009
MSU,20479,ZMUIQEQ8KE,2011
MSU,20479,5INGQJXPKE,2017
MSU,20479,MO5GCFQ0GN,2010
MSU,20479,4KE7AB7G2T,2014
MSU,20479,U87ZAK8CEG,2022
MSU,29482,WK5TH7F9L7,2016
MSU,29482,Z1HK2426IC,2012
MSU,29482,WGU8EMBOMJ,2014
MSU,29482,WA3OVWHQAW,2009
MSU,29482,2U1WQL00CO,2010
MSU,29482,DSV98URV6Q,2011
MSU,29482,A9BG7B7NVM,2016
MSU,29482,NLFDAPX999,2020
MSU,29482,26DRYDHMIF,2016
MSU,29482,2KQPLCMTW8,2013
MSU,29482,V4EV0HX6V9,2021
MSU,29482,NNW3TKO7IP,2014
MSU,29482,F9WZBZ9FI7,2020
MSU,29482,CCUEDVJQZ1,2019
MSU,29482,F50P25PLXK,2021
MSU,29482,NV6QYOJC76,2015
MSU,29482,1DP5N39V9S,2017
MSU,4269,60S135UBXB,2016
MSU,4269,ZIZMYNNZI8,2019
MSU,4269,UQWC8B3S6O,2009
MSU,4269,EZBYT2G350,2009
MSU,4269,YP2L30YBOW,2014
HSE,6457,RXBRYO12BP,2008
HSE,6457,JVA6DYQW1A,2019
HSE,6457,33QXGONVLK,2022
HSE,6457,49TMDH4SLI,2019
HSE,6457,3IF9J2RT9L,2016
HSE,6457,5FJZG62ETZ,2018
HSE,6457,LWHHGODORC,2019
HSE,6457,163032GEKY,2011
HSE,6457,AKY3WKCKKZ,2017
HSE,6457,TB8HHIOXCE,2014
HSE,6457,HALWIF2VR7,2014
HSE,6457,LP94X62MYM,2009
HSE,6457,92H34TTFPP,2013
HSE,6457,AWQH3V05VK,2021
HSE,6457,GWFJ15YYGG,2010
HSE,6457,EY9G0ATO62,2016
HSE,6457,KGZSYWKQCB,2021
HSE,6457,UMB45K8T9Q,2019
HSE,6457,NXI1R6KAP3,2020
HSE,6457,4YRVV57KIC,2008
HSE,6457,PSY63PYO26,2010
HSE,6457,6XCIAK5LPL,2018
HSE,6457,P6DL1QPJJE,2022
HSE,6457,XLLCOZFD2C,2020
HSE,6457,DJT6JYRU3X,2022
MSU,29154,JOKFPXBJ53,2022
MSU,29154,Z8QUHBSTRN,2015
MSU,29154,3PVZGCSC3O,2022
MSU,29154,UIKMYWL4CX,2010
MSU,29154,RA0UKKP4A6,2015
MSU,29154,591HI2F525,2016
MSU,29154,61A1YIXWKJ,2016
MSU,29154,PWL4UGZ07R,2019
MSU,29154,U4AXXBYBPG,2013
MSU,29154,1MU046AE1W,2021
MSU,29154,FSVBFOTHIU,2012
MSU,29154,61P4WXZ93A,2021
MSU,29154,XMCDDYX4Y1,2018
MSU,29154,EOXUK50IKC,2014
MSU,29154,CQCN7FHUFZ,2008
MSU,29154,22CP5276MO,2016
MSU,29154,HTXXMDE7I1,2017
MSU,29154,QXUMF1BE0L,2015
MSU,29154,G8VCV180TR,2021
MSU,29154,9LHI301YAV,2017
MePhi,32397,UK4BPY8ABB,2022
MePhi,32397,6SEGNJ2TX0,2022
MePhi,32397,KFLGQ1FLMX,2019
MePhi,32397,CRWHFZJGBZ,2008
MIPT,30618,0HQ23WZZ37,2021
MIPT,30618,DWWJR13WZZ,2009
MIPT,30618,582M8DNTIX,2009
MIPT,30618,5U7BHKVC84,2018
MIPT,30618,RIE9YCNZTF,2016
MIPT,30618,MQLL2XE0K1,2016
MePhi,40989,68DATD0687,2012
MePhi,40989,CU35HYQ2T3,2013
MePhi,40989,GXJR759WYA,2018
MePhi,40989,PLVUXM98AT,2011
MePhi,40989,NIA4KXW9OZ,2010
MePhi,40989,15AXNOZNZC,2014
MePhi,40989,JO2UF2R6AK,2011
MePhi,40989,BX56E0A6SV,2009
MePhi,40989,I2COYEG9AW,2014
MePhi,40989,OQT5S5Q561,2020
MePhi,40989,HV4TLGGKU1,2018
MePhi,40989,JORZSA9IVW,2017
MePhi,40989,3JUVZGYE4R,2009
MePhi,40989,C4HCYHYX0X,2018
MePhi,40989,954SJXQG7K,2014
MIPT,46697,FCECC55HDB,2022
MIPT,46697,TQK6AUHAX5,2009
MIPT,46697,LPRQUK6JUX,2014
MIPT,46697,S51QGVDVH0,2014
MIPT,46697,AA25GU3D4H,2018
MIPT,46697,H9VFNCS3PL,2019
MIPT,46697,8L5Z9OORVV,2018
MIPT,46697,CSV9WMI37K,2021
MIPT,46697,3OZ7YSUAM1,2013
MIPT,46697,AX0BLOORXR,2015
MIPT,46697,TRYR69R5RW,2020
MIPT,46697,HPXK3MYR30,2020
MIPT,46697,BWCKUE11FP,2013
MIPT,46697,ECCZGBU7UO,2017
MIPT,46697,9IPYF3R1SA,2018
MIPT,46697,2TNE9T4ALR,2010
MIPT,46697,NHNZ0OLAAR,2013
MIPT,46697,LQV3QR0G8I,2018
MIPT,46697,AJI315USOM,2018
MIPT,46697,AIL4GWH8Z1,2017
MIPT,46697,9V8X3UEHTG,2018
MIPT,46697,8CYI7720S8,2012
MIPT,46697,2VSKTSH2DC,2017
MIPT,46697,86R2E6XME7,2014
MIPT,46697,J5Z8TEKVWL,2020
MIPT,46697,JF5DY8P4UU,2011
MIPT,46697,GWF7G0P2AB,2020
HSE,20537,09J4DYVQ3B,2012
HSE,20537,2RT73ZN35M,2021
HSE,20537,7O6SR806U7,2020
HSE,20537,GQNC37LDVZ,2019
HSE,20537,4QJYBITIEL,2018
HSE,20537,AELZZR87XR,2022
HSE,20537,N88D9T8FF3,2020
